ProjectID,AppNum,AppType,Description,ProjectName,ProjectTown,District,Status,GisLatitude,GisLongitude,LINK
2,100024,Major,Construct Chalet & 15 Unit Motel,Sun & Ski Motel,Stowe,05,Permit,44.47272435,-72.70883061,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100024
8,100025,Major,CONSTRUCT CHURCH AND PARISH FACILITIES,,Johnson,05,Permit,44.63460093,-72.67715856,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100025
9,100026,Major,CONDO COMPLEX WITH PRIVATE RECREATIONAL FACILITIES,,Stowe,05,Denied,44.46477832,-72.6816058,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100026
10,100027,Minor,OFFICE ADDITION,"Johnson Woolen Mills, Inc.",Johnson,05,Permit,44.63499988,-72.67809647,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100027
11,100028,Major,EXTEND TOWN HIGHWAY 51,,Hyde Park,05,Permit,44.59401049,-72.56334093,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100028
12,100029,Major,CONSTRUCTION OF A MOTEL,Deerun Motel,Cambridge,05,Permit,44.64961561,-72.82008923,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100029
16,100004,Major,1 FAM RES SUBDIV, Puckerbush Subdivision,Hyde Park,05,Permit,44.61618397,-72.56621674,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100004
17,100006,Major,Reconstruct Vermont Route 118,Route 118,Eden,05,Permit,44.70760447,-72.54593348,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100006
18,100007,Minor,Construct Elementary School,Morristown School District,Morristown,05,Permit,44.56453468,-72.58616053,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100007
22,100011,Minor,Construction of sanitary sewer facilities for Village of Swanton,,Swanton,06,Permit,44.92329233,-73.12388509,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100011
23,100012,Major,Construct Shoppng Center,Shopping Center,Morristown,05,Permit,44.57548922,-72.59244262,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100012
39,100013,Major,GAS SERVICE STATION,,Saint Albans Town,06,Permit,44.79465969,-73.07263111,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100013
41,100014,Major,EXTEND CONST COMPL DATE,Northgate Plaza Shopping Center,Morristown,05,Permit,44.57242152,-72.59374598,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100014
55,100015,Major,Construct 5000 Sq.Ft. Building,Research & Development Facilty,Cambridge,05,Permit,44.65290797,-72.82842384,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100015
56,100016,Minor,"Construct 86,000 Sq. Ft. Facility",Stowe  Jr./Sr. High School,Stowe,05,Permit,44.46607376,-72.72805159,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100016
59,100017,Minor,"Installation of additional 12,000 gal. gasoline storage tank at marina",Burton Island State Park,Saint Albans Town,06,Permit,44.77258317,-73.2014516,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100017
60,100018,Minor,Install trailer sanitary station,Smugglers' Notch Camping Area,Stowe,05,Permit,44.53322291,-72.78644034,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100018
64,100019,Minor,REBUILD ROAD 1.2 MILES,,Sheldon,06,Permit,44.92827057,-72.86549275,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100019
66,100020,Minor,RECREATIONAL GROUND,Stowe Recreational Facility,Stowe,05,Permit,44.46108011,-72.68532158,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100020
75,100021,Minor,Build Addition to Existing Grand Union Shopping Center,Aubuchon Hardware Store,Johnson,05,Permit,44.63570238,-72.68202639,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100021
76,100022,Minor,VOLKSWAGEN SALES & SERVICE,,Saint Albans Town,06,Permit,44.84508652,-73.0789352,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100022
84,100030,Major,SUBDIVISION OF EIGHT TOWN HOUSE UNITS,,Cambridge,05,Permit,44.58970942,-72.78434279,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100030
86,100032,Major,RESORT CONDOS,,Stowe,05,Permit,44.51490622,-72.76020368,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100032
90,100034,Major,DEVELOPMENT OF 88 CONDO UNITS,,Stowe,05,Permit,44.47759599,-72.72013082,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100034
131,100036,Major,CONDO VILLAGE/MOTOR LODGE AND RESTAURANT / PERMIT DENIED,,Stowe,05,Permit,44.4756952,-72.70886363,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100036
148,100037,Major,Nursing Home,,Morristown,05,Findings,44.56888531,-72.59602219,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100037
149,100038,Major,Construction of new town clerks office,,Eden,05,Permit,44.71063165,-72.53810932,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100038
150,100039,Major,MODIFY TRAILS,,Cambridge,05,Permit,44.56529773,-72.75565927,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100039
151,100040,Major,NEW SKI TRAIL,,Cambridge,05,Withdrawn,44.56485746,-72.75580187,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100040
152,100041,Major,GAS STATION 7 USED CAR LOT ,,Morristown,05,Findings,44.56669582,-72.55333606,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100041
154,100042,Minor,COMMERCIAL BLDG,,Morristown,05,Permit,44.56892341,-72.59424554,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100042
155,100045,Major,20 UNIT APT BLDG,,Saint Albans City,06,Permit,44.81322076,-73.08967545,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100045
156,100047,Minor,"Construction of protected docking area, launching ramp, docks, parking",Burton Island State Park-Camp Kill Kare,Saint Albans Town,06,Withdrawn,44.77909832,-73.1825614,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100047
159,100048,Minor,IMPROVE HIGHWAY INCLUDING BLACK TOPPING OF SAME AND WIDENING THEREOF,,Franklin,06,Permit,44.92918336,-72.86567714,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100048
160,100049,Minor,ROAD INTO SEVEN LOT SUBDIVISION ,,Stowe,05,Permit,44.4210703,-72.67704367,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100049
161,100050,Minor,24' X 25' ADDITION TO LOUNGE ,,Morristown,05,Permit,44.57374269,-72.59373227,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100050
163,100052,Minor,EXTENSION TO PRESENT STORE,,South Hero,06,Permit,44.65199809,-73.31695727,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100052
164,100053,Major,SANITARY LANDFILL ,,Wolcott,05,Permit,44.5597763,-72.47720305,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100053
165,100054,Major,REMODELING A BUILDING AND EXTEND BACK END ,,Morristown,05,Permit,44.56213471,-72.59857763,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=100054
166,1B0001,Major,14000 SQ. FT. ADDITION TO EXISTING WOODWORKING PLANT,,Manchester,08,Permit,43.173323,-73.05009331,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0001
173,1B0004,Major,300' RADIO TRANSMIT TOWER,"CATAMOUNT BROADCASTERS, INC.",Shaftsbury,08,Permit,42.94793419,-73.17596821,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0004
182,1B0007,Major,RELOCATE LONG TRAIL,THE GREEN MOUNTAIN CLUB,Glastenbury,08,Permit,42.94930887,-73.06221497,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0007
183,1B0008,Major,ELECTRIC LINE,,Sunderland,08,Permit,43.04102,-73.08702,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0008
184,1B0011,Major,TRAVEL TRAILER PK & CAMPGROUND,,Dorset,08,Permit,43.25913395,-73.0086616,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0011
185,1B0012,Major,12 MORE UNITS & REVISE SITE PLAN,MURRAY HILL,Manchester,08,Permit,43.17656614,-73.04245977,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0012
187,1B0014,Major,ADD TO STORE BLDG,JELLY MILL,Manchester,08,Permit,43.17151845,-73.0630459,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0014
192,1B0015,Major,STRUCTURE FOR TRANSFER OF MILK,,Manchester,08,Permit,43.16907737,-73.05073366,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0015
194,1B0016,Major,46 LOT RES SUBDIV,"STAMFORD FARMS, INC.",Stamford,08,Denied,42.7752531,-73.05863536,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0016
195,1B0020,Major,12 CONDO UNITS,BOWER HOUSE,Peru,08,Permit,43.21374065,-72.9407518,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0020
196,1B0021,Major,EXTEND EXP DATE,,Dorset,08,Permit,43.25963703,-73.09412802,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0021
199,1B0034,Major,GIFT SHOP,CHRISTMAS DAYS,Sunderland,08,Permit,43.1134103,-73.12563666,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0034
201,1B0035,Major,EXPANSION OF HENRY W. PUTNAM MEMORIAL HOSPITAL,HENRY W. PUTNAM MEMORIAL HOSPITAL,Bennington,08,Permit,42.8740173,-73.20759561,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0035
202,1B0036,Major,REMOVE 10000 CY GRAVEL FROM LOTS 19 AND 22 OF HIDDEN VALLEY,HIDDEN VALLEY,Shaftsbury,08,Permit,43.0009067,-73.19351511,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0036
214,1B0037,Major,20 LOT SUBDIVISION,DORSET HOLLOW CORPORATION,Dorset,08,Permit,43.27498533,-73.04859219,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0037
221,1B0039,Major,EXT EXP DATE,,Shaftsbury,08,Permit,42.94132075,-73.22510413,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0039
225,1B0040,Major,IMPROVE BENNINGTON AIRPORT,,Bennington,08,Permit,42.88926814,-73.24701292,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0040
228,1B0042,Major,50 UNITS - CONDOMINIUMS; TOWN HOUSE CLUSTER HOUSING,,Manchester,08,Permit,43.17595968,-73.02253249,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0042
232,1B0043,Major,8 UNIT MOTEL,,Bennington,08,Permit,42.91375523,-73.21189892,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1B0043
234,1R0002,Major,CONSTR SNOWMAKING SYSTEM ON SNOWDON MOUNTAIN,,Killington,01,Permit,43.62582301,-72.80353888,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0002
235,1R0003,Major,DRIFTER TRAIL,,Killington,01,Permit,43.60378162,-72.80435829,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0003
236,1R0005,Major,MOBILE HOME ASSEMBLY PLANT,SKYLINE CORPORATION,Fair Haven,01,Permit,43.57760524,-73.26587582,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0005
238,1R0006,Major,12 UNIT APT HOUSE,,Castleton,01,Permit,43.60121371,-73.1775941,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0006
239,1R0009,Major,DRIVE-IN THEATRE,,Clarendon,01,Denied,43.543447,-72.957694,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0009
240,1R0010,Major,MUNICIPAL SEWAGE & TREATMENT FAC,,Wallingford,01,Permit,43.48258745,-72.97619837,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0010
241,1R0013,Major,GARAGE/ STORAGE BLDG,,Fair Haven,01,Permit,43.58472336,-73.27367868,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0013
242,1R0017,Adm. Amend,ADD TO SUBSTATION,,West Rutland,01,Permit,43.59902046,-73.05129277,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0017
243,1R0018,Major,EXT EXP DATE,,Rutland Town,01,Permit,43.60854923,-72.93921667,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0018
256,1R0019,Major,WOODWORKING MANUFACTURING PLANT,,Brandon,01,Permit,43.807377,-73.08681923,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0019
257,1R0022,Major,ADD TO WAREHOUSE,,Rutland Town,01,Permit,43.58868109,-72.97464454,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0022
258,1R0023,Major,46 KV ELECTRIC TRANSMISSION LINES,,Pawlet,01,Permit,43.29879855,-73.13098282,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0023
259,1R0024,Major,EXTEND AN EXISTING SALVAGE YARD ONTO A PARCEL OF LAND APPROXIMATELY 2 ACRES,,Castleton,01,Permit,43.60311072,-73.22721329,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0024
261,1R0025,Major,CONSTRUCT A COMMERCIAL BUILDING,,Pittsford,01,Permit,43.74139779,-73.0451642,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0025
262,1R0026,Major,CONSTRUCT A COMMERICAL BUILDING ON ROUTE 4A,,Castleton,01,Permit,43.6079561,-73.21677072,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0026
263,1R0027,Minor,CONSTRUCT A SWIMMING POOL AND TWO TENNIS COURTS AS RECREATIONAL FACILITIES,KILLINGTON GATEWAY CONDOS,Mendon,01,Permit,43.65352265,-72.88136544,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0027
264,1R0028,Major,EXTEND AN ELECTRIC DISTRIBUTION LINE ALONG TH 17,,Benson,01,Permit,43.70777341,-73.3311611,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0028
265,1R0029,Major,CONSTRUCT 82' X 212' ADDITION TO EXISTING PLANT COMPLEX,,Pittsford,01,Permit,43.70938479,-73.06182521,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0029
267,1R0030,Minor,SANITARY LANDFILL,,Castleton,01,Permit,43.60088389,-73.17126495,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0030
268,1R0031,Major,CONSTRUCT A GENERAL SERVICES BUILDINGS,CASTLETON STATE COLLEGE,Castleton,01,Permit,43.60479331,-73.18085024,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0031
269,1R0032,Major,CONSTRUCT 32 APARTMENT UNITS IN 7 BUILDINGS,"DROL ENTERPRISES, INC.",Castleton,01,Permit,43.59863647,-73.1803613,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0032
272,1R0033,Major,SANITARY LANDFILL,,Fair Haven,01,Withdrawn,43.629286,-73.247311,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0033
273,1R0038,Major,CONSTRUCT A VOCATIONAL HIGH SCHOOL,RUTLAND PUBLIC SCHOOLS,Rutland City,01,Permit,43.6179627,-72.95469617,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0038
284,1R0041,Major,MULTIPLE-PURPOSE STRUCTURE,UPPER CASTLETON RIVER WATERSHED PROJECT,Pittsford,01,Permit,43.66620335,-73.07321337,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0041
286,1R0044,Major,SKI VACATION COORD BLDG,,Killington,01,Permit,43.62611856,-72.79679381,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0044
294,1R0045,Major,CONDOS,,Killington,01,Permit,43.62821974,-72.79447394,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0045
297,1R0046,Major,WASTE H2O TREATMENT FAC,,Killington,01,Permit,43.62767801,-72.79199098,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0046
302,1R0047,Major,9 HOLE GOLF COURSE,GOLF COURSE,Killington,01,Permit,43.6291551,-72.79281098,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0047
307,1R0048,Major,"SHOPPING CENTER - 203,495 SF",RUTLAND MALL,Rutland Town,01,Permit,43.623484,-72.95507,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0048
328,1R0049,Major,HOME BUILDING LOTS - 19 LOTS,MOUNT PLEASANT ACRES,Brandon,01,Permit,43.80730809,-73.09491565,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0049
332,1R0050,Major,RECONSTRUCTION OF 4000 OF RUNWAY 1-19 AND RUNWAY END INDENTIFIER LIGHTS (19),RUTLAND AIRPORT,Clarendon,01,Permit,43.53377686,-72.94986082,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0050
337,1R0051,Major,6 UNIT CONDO,,Castleton,01,Permit,43.63430595,-73.20393957,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0051
338,1R0052,Major,ADDITION TO PRESENT BUILDING,MOORE BUSINESS FORMS,Rutland Town,01,Permit,43.58536514,-72.96267952,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0052
340,1R0053,Minor,EXTEND ELECTRIC DISTRIBUTION LINE ALONG TOWN HIGHWAY 80,,Brandon,01,Permit,43.80989945,-73.04445826,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0053
341,1R0054,Major,RETAIL STORE AND GASOLINE FILLING STATION,,West Rutland,01,Permit,43.5951,-73.0269,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0054
347,1R0055,Major,19 LOT RESIDENTIAL SUBDIVISION,,Castleton,01,Permit,43.6416114,-73.11378521,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0055
348,1R0056,Major,DENIED 5/23/73,SUGAR TREE VALLEY,Mendon,01,Permit,43.64677125,-72.88460754,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0056
349,1R0057,Major,DEVELOPMENT - EIGHT APARTMENTS BUILT AS TWO FOUR-PLEXES,,Killington,01,Permit,43.66177567,-72.77445428,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0057
350,1R0058,Major,EIGHT APARTMENTS BUILDING AS FOUR-PLEXES,,Killington,01,Permit,43.6617118,-72.77484814,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0058
351,1R0059,Major,12 LOT SUBDIVISION FOR SINGLE UNIT HOUSING,,Brandon,01,Withdrawn,43.7858,-73.067253,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0059
352,1R0060,Major,SNOWMAKING AND FIRE PROTECTION SYSTEM,,Killington,01,Permit,43.62586667,-72.80174331,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0060
354,1R0061,Minor,REPLACEMENT OF SURFACE LIFT WHICH CHAIRLIFT FOR PUBLIC RECREATIONAL ACTIVITIES,,Killington,01,Permit,43.62598464,-72.800195,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0061
356,1R0062,Major,REPLACEMENT OF SURFACE LIFT,,Killington,01,Permit,43.61125073,-72.81819075,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0062
357,1R0063,Major,SKI LODGE,,Mendon,01,Permit,43.655981,-72.873129,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0063
359,1R0064,Major,ADDITION TO PRESENT BUILDING,"TYROL MOTEL, INC.",Mendon,01,Permit,43.65230152,-72.89347914,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0064
360,1R0065,Major,COMMERCIAL ESTABLISHMENT FOR PURPOSE OF MOBILE HOME SALES,,Rutland City,01,Permit,43.59968237,-72.97025709,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0065
362,1R0066,Major,MOBILE HOME PARK,,Brandon,01,Permit,43.81530024,-73.06217638,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0066
365,1R0067,Major,NEW BUILDING,,Pittsford,01,Permit,43.68641839,-72.99173486,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0067
367,1R0068,Major,CONSTRUCTION OF A RETAIL STORE,,Castleton,01,Permit,43.60759889,-73.22561095,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0068
369,1R0069,Major,SLIGHT ALTERATION TO EXISTING OFFICE BUILDING,,Killington,01,Permit,43.66574374,-72.81145015,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0069
371,1R0070,Major,24 TOWN-HOUSE UNITS IN SIX BUILDINGS AND MANAGEMENT QUARTERS,,Killington,01,Permit,43.64603662,-72.79137074,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0070
372,1R0071,Major,LINE EXTENSION ALONG TOWN HIGHWAY 5,,Mount Holly,01,Permit,43.46900452,-72.80126857,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0071
373,1R0072,Major,CONSTRUCT STRUCTURE FOR COCKTAIL LOUNGE AND RESTAURANT,TRAK INN,Castleton,01,Permit,43.64640228,-73.19698516,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0072
377,1R0073,Major,BUILD POLE LINE FOR TELEPHONE AND ELECTRIC SERVICE ON TOWN HIGHWAY 10,,Chittenden,01,Permit,43.76767166,-72.98023244,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0073
378,1R0074,Major,SHOWROOM AND GARAGE,"FORMULA FORD, LINCOLN, MERCURY",Rutland Town,01,Permit,43.57391813,-72.96680076,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0074
382,1R0075,Major,CONSTRUCT 120 GARDEN-TYPE APARTMENTS IN 15 TYWO STORY BUILDINGS,REGENCY MANOR,Rutland City,01,Permit,43.59465602,-72.95995743,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0075
385,1R0076,Major,CONSTRUCT TELEPHONE LINE EXTENSION TO SERVE G. MCNEAL & J. PALAMO ON TOWN RD. #7,,Tinmouth,01,Permit,43.47213279,-73.01931626,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0076
386,1R0077,Major,INDOOR TENNIS COURTS,,Pittsford,01,Permit,43.67048095,-72.98613618,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0077
390,1R0078,Major,CONSTRUCT A 12000000 GALLON WINTER WHEY STORAGE LAGOON WITH SPRAY IRRIGATION,,Wallingford,01,Permit,43.44654915,-72.89057281,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0078
391,1R0079,Major,17 LOT SUBDIVISION,CRESTWAY,Rutland Town,01,Permit,43.66062481,-73.00017812,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0079
411,1R0080,Major,INSTALL AN INDIVIDUAL SEWAGE DISPOSAL SYSTEM,MILL RIVER LUMBER COMPANY,Clarendon,01,Permit,43.55103,-72.97523,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0080
412,1R0081,Major,MOBILE HOME PARK FOR RETIRED AND SEMI-RETIRED FAMILIES,,Rutland Town,01,Withdrawn,43.608611,-73.017607,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0081
413,1R0082,Major,CONSTRUCTION OF SERVICE AND STORAGE BUILDING AND STORE BUILDING,LEISURE LINES,Rutland Town,01,Permit,43.63392374,-72.93867243,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0082
419,1R0083,Major,CONSTRUCT A TELEPHONE & ELECTRIC SERVICE LINE EXTENSION ON TOWN HIGHWAY #9,,Clarendon,01,Permit,43.54590775,-73.008758,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0083
420,1R0084,Major,CONSTRUCT MODULAR HOMES DISPLAY AND SALES OFFICE,,Rutland Town,01,Permit,43.62126313,-72.95494707,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0084
422,1R0085,Major,RELOCATION AND ALTERATION IN STATE AID ROUTE #1,,Wells,01,Permit,43.40957739,-73.15393282,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0085
424,1R0086,Major,"CONSTRUCT A RESTAURANT AND SNACK BAR ON ROUTE 4, CENTER RUTLAND",,Rutland Town,01,Permit,43.59946971,-73.01987402,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0086
426,1R0087,Major,72 UNIT CONDO PROJECT ON ROARING BROOK EAST ROAD,WHIFFLETREE,Killington,01,Permit,43.6255472,-72.78750898,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0087
429,1R0088,Major,5 CONDOMINIUM BUILDInGS - 6 UNITS IN EACH,,Castleton,01,Permit,43.633942,-73.203889,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0088
431,1R0089,Major,EXTENSION OF ELECTRIC DISTRIBUTION LINE,,Sudbury,01,Permit,43.80640559,-73.19827196,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0089
432,1R0090,Major,ADDITIONAL MOTEL UNITS & STORE ADJACENT,TRAVELODGE / RAMADA,Rutland City,01,Permit,43.59076141,-72.96961191,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0090
433,1R0091,Major,CONSTRUCT ROAD FOR 15 LOT SUBDIVISION GERMAN HILL ROAD,GERMAN HILL FARMS,Chittenden,01,Permit,43.7474341,-72.96303006,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0091
435,1R0092,Major,STORAGE BUILDING FOR TRACTORS AND TRAILERS ON ROUTE 4A IN CASTLETON,,Castleton,01,Permit,43.60675096,-73.19693074,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0092
438,1R0093,Major,CONSTRUCT A BRIDGE AND /OR INSTALLATION OF MULTIPLATE ARCH CULVERT ON ROARING BROOK,PICKLE BARREL RESTAURANT,Killington,01,Permit,43.64840986,-72.7884106,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0093
439,1R0094,Major,"FILLING OF LAND MORE THAN 1 ACRE, IN ADDITION TO LANDSCAPING & SEEDING",PICKLE BARREL,Killington,01,Permit,43.64123592,-72.76733689,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0094
440,1R0095,Major,"EXT OF CONSTR  COMPL FOR PLAZA BLDG. (600027) PRKNG, SEWAGE",FLORY'S PLAZA,Rutland Town,01,Permit,43.60301,-73.01779,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0095
442,1R0096,Minor,16 LOT SUBDIVISION NORTH OF STAGE & ELBOW RDS,CRICKET HILL DEVELOPMENT,Killington,01,Permit,43.70948412,-72.833687,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0096
446,1R0097,Adm. Amend,ELECTRIC DISTRIBUTION LINE EXTENSION TOWN ROAD #7 IN TINMOUTH,,Tinmouth,01,Permit,43.48831181,-73.04003109,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0097
447,1R0098,Major,VACATION HOME SUBDIVISION,MOUNTAIN TOP INN,Chittenden,01,Permit,43.73110196,-72.94268079,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0098
451,1R0099,Major,CONSTRUCT A COMMUNITY DIAL TELEPHONE BUILDING,,Wallingford,01,Permit,43.45680889,-72.98308515,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=1R0099
